what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.edit.text.c.toggle.comment",1649431283687
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1649431289460
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.project.buildAll",1649431291927
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1649431292401
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1649431297884
activated,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.ProblemView",1649431320132
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1649431320325
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1649431325769
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1649431329017
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1649431329453
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1649431339480
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1649431375594
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1649431376468
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1649431377283
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1649431383343
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.project.buildAll",1649431384820
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1649431385132
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1649431390661
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1649431403136
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.project.buildAll",1649431404315
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1649431404634
error,log,,,"An internal error has occurred.",1649431411407
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1649431421010
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1649431422368
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1649431426439
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.project.buildAll",1649431429894
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1649431430210
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1649431435546
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1649431445543
started,bundle,org.eclipse.cdt.launch,7.0.0.201202111925,"org.eclipse.cdt.launch",1649431448460
started,bundle,com.altera.sbt4e.launch,13.1.0.162,"com.altera.sbt4e.launch",1649431448461
started,bundle,com.altera.debug.cdi.gdb.plugin,13.1.0.162,"com.altera.debug.cdi.gdb.plugin",1649431450053
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1649431490399
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.OpenRunConfigurations",1649431490421
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1649431490537
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1649431496620
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1649431498157
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1649431500747
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.project.buildAll",1649431507030
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1649431507411
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1649431513361
activated,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.ProblemView",1649431516390
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1649431517412
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1649431524040
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1649431525627
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1649431535514
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.project.buildAll",1649431536067
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1649431536591
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1649431542503
activated,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.ProblemView",1649431545252
